ATTRIBUTE,SYSTEM_NAME,SUBSYSTEM_NAME,CLASS_NAME,SUBCLASS_NAME,SPLIT_CLASS_NAME,SPLIT_SUBCLASS_NAME,WATER_REGIME_NAME,WATER_REGIME_SUBGROUP,FIRST_MODIFIER_NAME,FIRST_MODIFIER_GROUP,FIRST_MODIFIER_SUBGROUP,SECOND_MODIFIER_NAME,SECOND_MODIFIER_GROUP,SECOND_MODIFIER_SUBGROUP
PFO1/UBFh,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/UBFx,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Semipermanently Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/UBK,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Bottom,,Artificially Flooded,Nontidal,,,,,,
PFO1/USA,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Temporary Flooded,Nontidal,,,,,,
PFO1/USAh,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/USAx,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1/USC,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Seasonally Flooded,Nontidal,,,,,,
PFO1/USCh,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1/USR,Palustrine,,Forested,Broad-Leaved Deciduous,Unconsolidated Shore,,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1A,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,,,,,,
PFO1Ab,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1Ad,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Adg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PFO1Adn,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,Mineral,Soil,
PFO1Af,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Farmed,Special Modifier,,,,
PFO1Ah,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Am,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Managed,Special Modifier,,,,
PFO1An,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Mineral,Soil,,,,
PFO1As,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Spoil,Special Modifier,,,,
PFO1Ax,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1B,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,,,,,,
PFO1Ba,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO1Bb,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1Bd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Bdg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PFO1Bg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO1Bh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Bm,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Managed,Special Modifier,,,,
PFO1Bs,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Spoil,Special Modifier,,,,
PFO1Bx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Saturated,Nontidal,Excavated,Special Modifier,,,,
PFO1C,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,,,,,,
PFO1Cb,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1Cd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Cdg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PFO1Cf,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Farmed,Special Modifier,,,,
PFO1Cg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Organic,Soil,,,,
PFO1Ch,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Cm,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Managed,Special Modifier,,,,
PFO1Cs,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Spoil,Special Modifier,,,,
PFO1Cx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1D,Palustrine,,Forested,Broad-Leaved Deciduous,,,Continuously  Saturated,Nontidal,,,,,,
PFO1Db,Palustrine,,Forested,Broad-Leaved Deciduous,,,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1Dd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Dh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Dx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Continuously  Saturated,Nontidal,Excavated,Special Modifier,,,,
PFO1E,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO1Eb,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO1Ed,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Edg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,Organic,Soil,
PFO1Ef,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Farmed,Special Modifier,,,,
PFO1Efg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Farmed,Special Modifier,,Organic,Soil,
PFO1Eg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PFO1Eh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Ex,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded/Saturated,Nontidal,Excavated,Special Modifier,,,,
PFO1F,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,,,,,,
PFO1Fb,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO1Fd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Fg,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Organic,Soil,,,,
PFO1Fh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO1Fm,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Managed,Special Modifier,,,,
PFO1Fs,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Spoil,Special Modifier,,,,
PFO1Fx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1K,Palustrine,,Forested,Broad-Leaved Deciduous,,,Artificially Flooded,Nontidal,,,,,,
PFO1Kd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Artificially Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Ks,Palustrine,,Forested,Broad-Leaved Deciduous,,,Artificially Flooded,Nontidal,Spoil,Special Modifier,,,,
PFO1Kx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Artificially Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO1R,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1Rd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Rh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1Rs,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded-Tidal,Freshwater Tidal,Spoil,Special Modifier,,,,
PFO1Rx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Seasonally Flooded-Tidal,Freshwater Tidal,Excavated,Special Modifier,,,,
PFO1S,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1Sd,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Sh,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1Ss,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded-Tidal,Freshwater Tidal,Spoil,Special Modifier,,,,
PFO1Sx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Temporary Flooded-Tidal,Freshwater Tidal,Excavated,Special Modifier,,,,
PFO1T,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO1Td,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO1Th,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO1Tx,Palustrine,,Forested,Broad-Leaved Deciduous,,,Semipermanently Flooded-Tidal,Freshwater Tidal,Excavated,Special Modifier,,,,
PFO2/1A,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PFO2/1Ad,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1B,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PFO2/1Ba,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO2/1Bd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1Bg,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO2/1C,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,,,,,,
PFO2/1Cd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1Ch,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/1D,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Continuously  Saturated,Nontidal,,,,,,
PFO2/1E,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO2/1Eb,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/1Eh,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/1F,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,,,,,,
PFO2/1Fb,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO2/1Fd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/1Fx,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO2/1R,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/1Rd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Seasonally Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1T,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/1Td,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/1Th,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Deciduous,Semipermanently Flooded-Tidal,Freshwater Tidal,Diked/Impounded,Special Modifier,,,,
PFO2/3A,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Temporary Flooded,Nontidal,,,,,,
PFO2/3B,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PFO2/3C,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO2/3Cd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/3Ch,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/3R,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Broad-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/4A,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,,,,,,
PFO2/4Ad,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/4B,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,,,,,,
PFO2/4Ba,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO2/4Bd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/4Bg,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO2/4C,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO2/4Cd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/4Ch,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/4D,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,,,,,,
PFO2/4Db,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/4Dd,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/4Dg,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PFO2/4Dh,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Continuously  Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/4E,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO2/4Eb,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/4Ed,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/4Eg,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Organic,Soil,,,,
PFO2/4Eh,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded/Saturated,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/4R,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Needle-Leaved Evergreen,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/5F,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Dead,Semipermanently Flooded,Nontidal,,,,,,
PFO2/5Fb,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Dead,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO2/5Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Dead,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/7C,Palustrine,,Forested,Needle-Leaved Deciduous,Forested,Evergreen,Seasonally Flooded,Nontidal,,,,,,
PFO2/AB3F,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,Rooted Vascular,Semipermanently Flooded,Nontidal,,,,,,
PFO2/AB3Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,Rooted Vascular,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/AB4F,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,Floating Vascular,Semipermanently Flooded,Nontidal,,,,,,
PFO2/AB4Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,Floating Vascular,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/ABF,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,,Semipermanently Flooded,Nontidal,,,,,,
PFO2/ABFh,Palustrine,,Forested,Needle-Leaved Deciduous,Aquatic Bed,,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/EM1A,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Temporary Flooded,Nontidal,,,,,,
PFO2/EM1Ad,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Temporary Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/EM1B,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Saturated,Nontidal,,,,,,
PFO2/EM1Ba,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO2/EM1Bb,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM1Bg,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Saturated,Nontidal,Organic,Soil,,,,
PFO2/EM1C,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded,Nontidal,,,,,,
PFO2/EM1Cd,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/EM1Ch,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/EM1Cx,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded,Nontidal,Excavated,Special Modifier,,,,
PFO2/EM1D,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Continuously  Saturated,Nontidal,,,,,,
PFO2/EM1Db,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Continuously  Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM1Dd,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Continuously  Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/EM1Dg,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Continuously  Saturated,Nontidal,Organic,Soil,,,,
PFO2/EM1E,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO2/EM1Eb,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM1F,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded,Nontidal,,,,,,
PFO2/EM1Fb,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM1Fd,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
PFO2/EM1Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/EM1R,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Seasonally Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/EM1T,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Persistent,Semipermanently Flooded-Tidal,Freshwater Tidal,,,,,,
PFO2/EM2F,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Non persistent,Semipermanently Flooded,Nontidal,,,,,,
PFO2/EM5A,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Temporary Flooded,Nontidal,,,,,,
PFO2/EM5Ba,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO2/EM5Bb,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM5C,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded,Nontidal,,,,,,
PFO2/EM5Ch,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/EM5E,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,,,,,,
PFO2/EM5Eb,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Seasonally Flooded/Saturated,Nontidal,Beaver,Special Modifier,,,,
PFO2/EM5F,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,,,,,,
PFO2/EM5Fh,Palustrine,,Forested,Needle-Leaved Deciduous,Emergent,Phragmites australis,Semipermanently Flooded,Nontidal,Diked/Impounded,Special Modifier,,,,
PFO2/SS1A,Palustrine,,Forested,Needle-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Temporary Flooded,Nontidal,,,,,,
PFO2/SS1B,Palustrine,,Forested,Needle-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,,,,,,
PFO2/SS1Ba,Palustrine,,Forested,Needle-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Acid,Water Chemistry,pH Modifiers for all Fresh Water,,,
PFO2/SS1Bd,Palustrine,,Forested,Needle-Leaved Deciduous,Scrub-Shrub,Broad-Leaved Deciduous,Seasonally Saturated,Nontidal,Partially Drained/Ditched,Special Modifier,,,,
